,SBBH,JCSJ,VEH_TOTAL,JB_COUNT,JP_COUNT,BLACK_COUNT,AVG_SPEED,MAX_SPEED,MIN_SPEED
800,HD001038,2015/11/7 11:15:00,93,8.0,83.0,1.0,46.74,99.0,1.0
801,HD001038,2015/11/7 11:30:00,80,3.0,70.0,0.0,50.15,88.0,1.0
802,HD001038,2015/11/8 3:45:00,1,0.0,1.0,0.0,1.0,1.0,1.0
803,HD001038,2015/11/8 21:30:00,1,0.0,0.0,0.0,50.0,50.0,50.0
804,HD001038,2015/11/8 21:45:00,2,1.0,2.0,0.0,58.5,61.0,56.0
805,HD001038,2015/11/8 22:15:00,1,0.0,1.0,0.0,46.0,46.0,46.0
806,HD001038,2015/11/8 22:30:00,2,1.0,2.0,0.0,28.5,56.0,1.0
807,HD001038,2015/11/6 20:15:00,9,3.0,8.0,0.0,46.22,85.0,2.0
808,HD001038,2015/11/6 20:30:00,7,4.0,7.0,1.0,48.57,70.0,8.0
809,HD001038,2015/11/6 20:45:00,10,2.0,10.0,0.0,56.0,75.0,10.0
810,HD001038,2015/11/7 11:45:00,66,8.0,54.0,0.0,58.09,98.0,1.0
811,HD001038,2015/11/7 12:00:00,76,10.0,67.0,0.0,45.66,90.0,1.0
812,HD001038,2015/11/7 12:15:00,54,2.0,47.0,0.0,58.04,99.0,1.0
813,HD001038,2015/11/7 12:30:00,46,2.0,41.0,1.0,50.72,91.0,1.0
814,HD001038,2015/11/8 4:45:00,1,0.0,0.0,0.0,1.0,1.0,1.0
815,HD001038,2015/11/8 5:00:00,2,1.0,2.0,0.0,46.5,89.0,4.0
816,HD001038,2015/11/8 5:15:00,1,0.0,1.0,1.0,5.0,5.0,5.0
817,HD001038,2015/11/8 5:30:00,2,1.0,2.0,0.0,61.0,66.0,56.0
818,HD001038,2015/11/8 23:00:00,1,0.0,1.0,1.0,46.0,46.0,46.0
819,HD001038,2015/11/8 23:15:00,1,1.0,1.0,0.0,73.0,73.0,73.0
820,HD001038,2015/11/8 23:30:00,1,0.0,0.0,0.0,3.0,3.0,3.0
821,HD001038,2015/11/8 23:45:00,2,0.0,2.0,0.0,2.5,4.0,1.0
822,HD001038,2015/11/6 21:00:00,9,1.0,9.0,0.0,50.0,77.0,1.0
823,HD001038,2015/11/6 21:15:00,4,0.0,4.0,0.0,43.25,64.0,15.0
824,HD001038,2015/11/6 21:30:00,6,1.0,5.0,0.0,27.17,64.0,1.0
825,HD001038,2015/11/7 12:45:00,41,1.0,35.0,0.0,45.95,94.0,1.0
826,HD001038,2015/11/7 13:00:00,55,5.0,52.0,0.0,49.58,92.0,1.0
827,HD001038,2015/11/7 13:15:00,59,3.0,51.0,0.0,53.24,87.0,1.0
828,HD001038,2015/11/7 13:30:00,69,8.0,65.0,0.0,52.55,88.0,1.0
829,HD001038,2015/11/8 5:45:00,1,0.0,1.0,0.0,66.0,66.0,66.0
830,HD001038,2015/11/8 6:00:00,2,0.0,2.0,0.0,35.0,65.0,5.0
831,HD001038,2015/11/8 6:30:00,1,0.0,1.0,0.0,54.0,54.0,54.0
832,HD001038,2015/11/9 0:15:00,3,0.0,3.0,0.0,44.0,78.0,1.0
833,HD001038,2015/11/9 0:30:00,2,1.0,2.0,0.0,36.0,71.0,1.0
834,HD001038,2015/11/9 1:00:00,1,1.0,1.0,0.0,2.0,2.0,2.0
835,HD001038,2015/11/6 21:45:00,3,0.0,2.0,0.0,47.67,64.0,16.0
836,HD001038,2015/11/6 22:00:00,7,2.0,7.0,1.0,31.86,68.0,1.0
837,HD001038,2015/11/6 22:15:00,1,1.0,1.0,0.0,65.0,65.0,65.0
838,HD001038,2015/11/6 22:30:00,4,2.0,4.0,0.0,46.5,64.0,1.0
839,HD001038,2015/11/7 13:45:00,68,4.0,57.0,0.0,45.24,91.0,1.0
840,HD001038,2015/11/7 14:00:00,83,9.0,79.0,0.0,48.84,92.0,1.0
841,HD001038,2015/11/7 14:15:00,87,8.0,83.0,0.0,46.66,88.0,1.0
842,HD001038,2015/11/8 7:00:00,46,14.0,43.0,3.0,65.72,89.0,1.0
843,HD001038,2015/11/8 7:30:00,420,94.0,404.0,12.0,71.17,102.0,1.0
844,HD001038,2015/11/8 7:45:00,154,28.0,149.0,1.0,61.08,93.0,1.0
845,HD001038,2015/11/9 2:30:00,1,1.0,1.0,0.0,9.0,9.0,9.0
846,HD001038,2015/11/9 3:15:00,1,0.0,1.0,0.0,2.0,2.0,2.0
847,HD001038,2015/11/6 22:45:00,3,0.0,2.0,0.0,30.0,50.0,1.0
848,HD001038,2015/11/6 23:00:00,2,0.0,2.0,0.0,31.5,62.0,1.0
849,HD001038,2015/11/6 23:15:00,2,1.0,2.0,0.0,37.0,69.0,5.0
850,HD001038,2015/11/7 14:30:00,94,10.0,84.0,1.0,40.41,84.0,1.0
851,HD001038,2015/11/7 14:45:00,70,10.0,59.0,0.0,53.96,91.0,1.0
852,HD001038,2015/11/7 15:00:00,123,14.0,110.0,3.0,42.02,85.0,1.0
853,HD001038,2015/11/8 8:00:00,56,4.0,54.0,0.0,38.34,88.0,1.0
854,HD001038,2015/11/8 8:15:00,63,10.0,58.0,0.0,32.54,95.0,1.0
855,HD001038,2015/11/8 8:30:00,73,7.0,70.0,1.0,35.49,83.0,1.0
856,HD001038,2015/11/8 8:45:00,47,5.0,45.0,0.0,39.21,89.0,1.0
857,HD001038,2015/11/8 9:00:00,66,9.0,60.0,0.0,41.64,89.0,1.0
858,HD001038,2015/11/9 1:15:00,3,1.0,2.0,0.0,33.33,60.0,3.0
859,HD001038,2015/11/9 1:30:00,1,0.0,1.0,0.0,2.0,2.0,2.0
860,HD001038,2015/11/9 1:45:00,2,2.0,2.0,0.0,2.0,2.0,2.0
861,HD001038,2015/11/9 2:00:00,1,0.0,1.0,0.0,71.0,71.0,71.0
862,HD001038,2015/11/9 2:15:00,1,0.0,1.0,0.0,1.0,1.0,1.0
863,HD001038,2015/11/6 23:30:00,6,3.0,6.0,0.0,38.67,70.0,1.0
864,HD001038,2015/11/6 23:45:00,2,1.0,2.0,0.0,61.0,72.0,50.0
865,HD001038,2015/11/7,1,0.0,0.0,0.0,42.0,42.0,42.0
866,HD001038,2015/11/7 0:15:00,5,1.0,5.0,0.0,53.0,93.0,2.0
867,HD001038,2015/11/7 15:30:00,95,9.0,88.0,0.0,42.73,86.0,1.0
868,HD001038,2015/11/7 15:45:00,64,7.0,57.0,2.0,34.95,83.0,1.0
869,HD001038,2015/11/7 16:00:00,145,24.0,140.0,3.0,64.37,99.0,1.0
870,HD001038,2015/11/7 16:15:00,70,9.0,64.0,0.0,63.37,90.0,1.0
871,HD001038,2015/11/8 9:15:00,53,1.0,46.0,0.0,49.51,94.0,1.0
872,HD001038,2015/11/8 9:30:00,65,9.0,56.0,0.0,48.86,90.0,1.0
873,HD001038,2015/11/8 9:45:00,66,5.0,59.0,0.0,52.05,93.0,1.0
874,HD001038,2015/11/8 10:00:00,57,5.0,53.0,0.0,51.74,85.0,1.0
875,HD001038,2015/11/6 12:00:00,102,15.0,95.0,0.0,41.92,77.0,1.0
876,HD001038,2015/11/6 12:15:00,133,30.0,124.0,1.0,38.32,97.0,1.0
877,HD001038,2015/11/6 12:30:00,103,23.0,96.0,0.0,40.23,87.0,1.0
878,HD001038,2015/11/7 0:30:00,1,0.0,0.0,0.0,50.0,50.0,50.0
879,HD001038,2015/11/7 0:45:00,2,1.0,2.0,0.0,19.5,36.0,3.0
880,HD001038,2015/11/7 1:00:00,4,2.0,4.0,1.0,28.5,62.0,1.0
881,HD001038,2015/11/7 16:30:00,3,1.0,3.0,0.0,34.67,100.0,1.0
882,HD001038,2015/11/7 17:15:00,2,2.0,2.0,0.0,2.5,3.0,2.0
883,HD001038,2015/11/7 17:30:00,3,0.0,3.0,0.0,53.0,66.0,44.0
884,HD001038,2015/11/8 10:15:00,44,2.0,34.0,0.0,55.02,100.0,1.0
885,HD001038,2015/11/8 10:30:00,66,3.0,56.0,0.0,60.65,92.0,1.0
886,HD001038,2015/11/8 10:45:00,62,2.0,59.0,1.0,57.47,96.0,1.0
887,HD001038,2015/11/8 11:00:00,49,0.0,43.0,0.0,63.41,90.0,1.0
888,HD001038,2015/11/8 11:15:00,100,6.0,89.0,1.0,63.53,95.0,1.0
889,HD001038,2015/11/6 12:45:00,130,24.0,117.0,1.0,42.37,86.0,1.0
890,HD001038,2015/11/6 13:00:00,100,17.0,92.0,1.0,42.37,87.0,1.0
891,HD001038,2015/11/6 13:15:00,75,13.0,72.0,0.0,42.73,85.0,1.0
892,HD001038,2015/11/7 1:30:00,12,6.0,12.0,0.0,56.33,69.0,15.0
893,HD001038,2015/11/7 1:45:00,1,0.0,0.0,0.0,45.0,45.0,45.0
894,HD001038,2015/11/7 2:00:00,4,0.0,3.0,1.0,45.5,62.0,5.0
895,HD001038,2015/11/7 2:15:00,3,1.0,3.0,1.0,20.67,53.0,2.0
896,HD001038,2015/11/7 2:30:00,1,0.0,1.0,0.0,31.0,31.0,31.0
897,HD001038,2015/11/7 17:45:00,2,0.0,1.0,0.0,35.0,67.0,3.0
898,HD001038,2015/11/7 18:00:00,3,1.0,3.0,0.0,2.0,3.0,1.0
899,HD001038,2015/11/7 18:15:00,2,0.0,2.0,1.0,62.5,67.0,58.0
900,HD001038,2015/11/7 18:30:00,2,0.0,2.0,0.0,30.0,51.0,9.0
901,HD001038,2015/11/8 11:30:00,332,74.0,322.0,5.0,74.3,98.0,1.0
902,HD001038,2015/11/8 11:45:00,256,35.0,229.0,2.0,68.15,94.0,1.0
903,HD001038,2015/11/8 12:15:00,399,84.0,372.0,7.0,75.31,100.0,1.0
904,HD001038,2015/11/6 13:30:00,94,15.0,85.0,2.0,39.05,83.0,1.0
905,HD001038,2015/11/6 13:45:00,127,25.0,110.0,2.0,35.72,85.0,1.0
906,HD001038,2015/11/6 14:00:00,135,24.0,123.0,2.0,41.18,78.0,1.0
907,HD001038,2015/11/7 2:45:00,1,1.0,1.0,0.0,9.0,9.0,9.0
908,HD001038,2015/11/7 3:30:00,1,0.0,1.0,0.0,75.0,75.0,75.0
909,HD001038,2015/11/7 18:45:00,1,0.0,1.0,0.0,67.0,67.0,67.0
910,HD001038,2015/11/7 19:15:00,1,0.0,1.0,0.0,72.0,72.0,72.0
911,HD001038,2015/11/7 19:30:00,3,1.0,3.0,0.0,31.67,56.0,1.0
912,HD001038,2015/11/7 19:45:00,1,0.0,1.0,0.0,72.0,72.0,72.0
913,HD001038,2015/11/8 12:30:00,468,112.0,446.0,10.0,78.13,103.0,1.0
914,HD001038,2015/11/8 12:45:00,515,124.0,481.0,15.0,79.46,108.0,1.0
915,HD001038,2015/11/8 13:00:00,487,119.0,463.0,5.0,80.15,112.0,52.0
916,HD001038,2015/11/8 13:15:00,540,108.0,510.0,14.0,78.03,106.0,1.0
917,HD001038,2015/11/6 14:15:00,130,23.0,115.0,2.0,46.83,84.0,1.0
918,HD001038,2015/11/6 14:30:00,121,15.0,111.0,2.0,39.93,82.0,1.0
919,HD001038,2015/11/6 14:45:00,153,19.0,140.0,1.0,42.6,89.0,1.0
920,HD001038,2015/11/7 4:15:00,1,0.0,0.0,0.0,9.0,9.0,9.0
921,HD001038,2015/11/7 20:00:00,5,2.0,4.0,0.0,48.8,71.0,1.0
922,HD001038,2015/11/7 20:15:00,1,0.0,1.0,0.0,7.0,7.0,7.0
923,HD001038,2015/11/7 20:30:00,3,0.0,3.0,0.0,50.33,88.0,1.0
924,HD001038,2015/11/7 20:45:00,3,1.0,3.0,0.0,44.0,66.0,8.0
925,HD001038,2015/11/7 21:00:00,2,2.0,2.0,0.0,38.5,76.0,1.0
926,HD001038,2015/11/8 13:30:00,444,65.0,421.0,9.0,74.2,112.0,1.0
927,HD001038,2015/11/8 13:45:00,534,131.0,509.0,5.0,77.22,103.0,1.0
928,HD001038,2015/11/8 14:00:00,582,134.0,556.0,12.0,74.81,99.0,1.0
929,HD001038,2015/11/8 14:15:00,402,67.0,378.0,6.0,72.49,99.0,1.0
930,HD001038,2015/11/8 14:30:00,297,41.0,277.0,6.0,68.18,93.0,1.0
931,HD001038,2015/11/6 15:00:00,90,12.0,83.0,2.0,45.23,88.0,1.0
932,HD001038,2015/11/6 15:15:00,92,16.0,89.0,1.0,38.9,84.0,1.0
933,HD001038,2015/11/6 15:30:00,140,35.0,138.0,1.0,31.26,90.0,1.0
934,HD001038,2015/11/7 4:45:00,1,0.0,1.0,0.0,55.0,55.0,55.0
935,HD001038,2015/11/7 5:00:00,3,1.0,2.0,0.0,39.0,58.0,3.0
936,HD001038,2015/11/7 5:15:00,3,1.0,2.0,0.0,57.33,61.0,51.0
937,HD001038,2015/11/7 5:30:00,3,1.0,2.0,0.0,64.0,69.0,60.0
938,HD001038,2015/11/7 5:45:00,7,3.0,7.0,0.0,62.57,72.0,46.0
939,HD001038,2015/11/7 21:15:00,1,0.0,1.0,0.0,63.0,63.0,63.0
940,HD001038,2015/11/7 21:30:00,1,0.0,0.0,0.0,4.0,4.0,4.0
941,HD001038,2015/11/7 21:45:00,1,1.0,1.0,0.0,1.0,1.0,1.0
942,HD001038,2015/11/7 22:00:00,2,0.0,2.0,1.0,40.0,72.0,8.0
943,HD001038,2015/11/8 14:45:00,96,7.0,90.0,0.0,63.0,88.0,1.0
944,HD001038,2015/11/8 15:00:00,56,3.0,53.0,0.0,55.63,94.0,1.0
945,HD001038,2015/11/8 15:15:00,61,3.0,54.0,0.0,59.26,91.0,1.0
946,HD001038,2015/11/8 15:30:00,62,3.0,52.0,0.0,54.69,85.0,1.0
947,HD001038,2015/11/6 15:45:00,136,33.0,131.0,2.0,35.11,94.0,1.0
948,HD001038,2015/11/6 16:00:00,265,54.0,249.0,7.0,55.31,93.0,1.0
949,HD001038,2015/11/6 16:15:00,310,69.0,300.0,4.0,65.24,90.0,1.0
950,HD001038,2015/11/7 6:00:00,5,3.0,5.0,0.0,18.2,65.0,1.0
951,HD001038,2015/11/7 6:15:00,11,3.0,10.0,1.0,41.09,72.0,1.0
952,HD001038,2015/11/7 6:30:00,11,3.0,10.0,1.0,46.09,66.0,4.0
953,HD001038,2015/11/7 6:45:00,3,0.0,3.0,0.0,47.67,74.0,3.0
954,HD001038,2015/11/7 22:30:00,2,1.0,1.0,0.0,79.0,88.0,70.0
955,HD001038,2015/11/7 22:45:00,2,2.0,2.0,0.0,5.5,9.0,2.0
956,HD001038,2015/11/7 23:00:00,4,1.0,3.0,0.0,15.75,48.0,2.0
957,HD001038,2015/11/8 15:45:00,49,3.0,43.0,0.0,49.37,84.0,1.0
958,HD001038,2015/11/8 16:00:00,82,10.0,73.0,0.0,49.04,84.0,1.0
959,HD001038,2015/11/8 16:15:00,91,10.0,83.0,0.0,37.04,87.0,1.0
960,HD001038,2015/11/8 16:30:00,203,38.0,191.0,1.0,49.76,105.0,1.0
961,HD001038,2015/11/8 16:45:00,188,54.0,180.0,3.0,69.23,95.0,1.0
962,HD001038,2015/11/6 16:45:00,6,3.0,6.0,0.0,49.33,61.0,23.0
963,HD001038,2015/11/6 17:00:00,10,1.0,8.0,0.0,48.0,75.0,5.0
964,HD001038,2015/11/7 7:00:00,90,18.0,82.0,3.0,57.96,86.0,1.0
965,HD001038,2015/11/7 7:15:00,403,99.0,394.0,8.0,66.04,88.0,1.0
966,HD001038,2015/11/7 7:30:00,391,100.0,376.0,6.0,68.08,97.0,1.0
967,HD001038,2015/11/7 7:45:00,202,36.0,192.0,3.0,60.62,90.0,1.0
968,HD001038,2015/11/7 23:30:00,2,1.0,2.0,0.0,66.0,67.0,65.0
969,HD001038,2015/11/7 23:45:00,3,1.0,3.0,0.0,43.0,64.0,8.0
970,HD001038,2015/11/8,1,0.0,1.0,0.0,17.0,17.0,17.0
971,HD001038,2015/11/8 0:15:00,2,1.0,2.0,0.0,69.0,71.0,67.0
972,HD001038,2015/11/8 0:30:00,2,1.0,2.0,0.0,82.5,89.0,76.0
973,HD001038,2015/11/8 17:00:00,2,1.0,2.0,0.0,38.5,62.0,15.0
974,HD001038,2015/11/8 17:15:00,2,0.0,2.0,0.0,61.5,64.0,59.0
975,HD001038,2015/11/8 17:30:00,1,0.0,1.0,0.0,57.0,57.0,57.0
976,HD001038,2015/11/8 17:45:00,2,1.0,2.0,0.0,27.5,54.0,1.0
977,HD001038,2015/11/6 17:15:00,5,1.0,5.0,0.0,47.8,54.0,41.0
978,HD001038,2015/11/6 17:30:00,1,1.0,1.0,0.0,60.0,60.0,60.0
979,HD001038,2015/11/6 17:45:00,5,0.0,5.0,0.0,48.4,85.0,16.0
980,HD001038,2015/11/7 8:00:00,90,20.0,85.0,0.0,42.46,83.0,1.0
981,HD001038,2015/11/7 8:15:00,65,9.0,61.0,0.0,43.02,82.0,1.0
982,HD001038,2015/11/7 8:30:00,51,3.0,45.0,0.0,48.31,86.0,1.0
983,HD001038,2015/11/8 0:45:00,3,1.0,3.0,0.0,52.33,66.0,32.0
984,HD001038,2015/11/8 18:00:00,4,1.0,3.0,1.0,9.5,19.0,3.0
985,HD001038,2015/11/8 18:30:00,1,0.0,1.0,0.0,1.0,1.0,1.0
986,HD001038,2015/11/8 18:45:00,1,0.0,1.0,0.0,8.0,8.0,8.0
987,HD001038,2015/11/8 19:00:00,2,0.0,2.0,0.0,64.5,68.0,61.0
988,HD001038,2015/11/6 18:30:00,4,1.0,4.0,0.0,53.0,57.0,45.0
989,HD001038,2015/11/7 8:45:00,39,4.0,36.0,0.0,53.69,85.0,1.0
990,HD001038,2015/11/7 9:00:00,62,2.0,58.0,0.0,58.65,92.0,1.0
991,HD001038,2015/11/7 9:15:00,48,5.0,45.0,0.0,49.44,97.0,1.0
992,HD001038,2015/11/7 9:30:00,65,12.0,61.0,0.0,46.02,93.0,1.0
993,HD001038,2015/11/10 23:30:00,1,1.0,1.0,0.0,13.0,13.0,13.0
994,HD001038,2015/11/10 23:45:00,1,0.0,1.0,0.0,54.0,54.0,54.0
995,HD001038,2015/11/9 12:15:00,50,8.0,46.0,0.0,48.04,80.0,1.0
996,HD001038,2015/11/9 12:30:00,64,6.0,55.0,1.0,57.7,92.0,1.0
997,HD001038,2015/11/9 12:45:00,41,3.0,31.0,0.0,59.27,87.0,1.0
998,HD001038,2015/11/10 0:30:00,1,0.0,1.0,0.0,69.0,69.0,69.0
999,HD001038,2015/11/10 0:45:00,3,0.0,2.0,0.0,39.0,67.0,6.0
1000,HD001038,2015/11/10 1:00:00,1,0.0,1.0,0.0,64.0,64.0,64.0
1001,HD001038,2015/11/10 12:15:00,91,13.0,86.0,2.0,42.36,90.0,1.0
1002,HD001038,2015/11/10 12:30:00,133,31.0,125.0,1.0,37.51,96.0,1.0
1003,HD001038,2015/11/10 12:45:00,142,25.0,133.0,2.0,34.49,82.0,1.0
1004,HD001038,2015/11/9 13:00:00,38,4.0,35.0,0.0,55.74,93.0,1.0
1005,HD001038,2015/11/9 13:15:00,43,4.0,41.0,0.0,52.19,87.0,1.0
1006,HD001038,2015/11/9 13:30:00,72,8.0,65.0,0.0,46.78,98.0,1.0
1007,HD001038,2015/11/10 1:15:00,1,1.0,1.0,0.0,63.0,63.0,63.0
1008,HD001038,2015/11/10 1:30:00,1,0.0,1.0,1.0,14.0,14.0,14.0
1009,HD001038,2015/11/10 13:00:00,119,20.0,111.0,1.0,31.67,97.0,1.0
1010,HD001038,2015/11/10 13:15:00,141,33.0,127.0,1.0,30.48,87.0,1.0
1011,HD001038,2015/11/9 13:45:00,74,8.0,66.0,1.0,48.27,89.0,1.0
1012,HD001038,2015/11/9 14:00:00,48,6.0,38.0,0.0,52.46,103.0,1.0
1013,HD001038,2015/11/9 14:15:00,77,13.0,73.0,1.0,52.03,91.0,1.0
1014,HD001038,2015/11/10 2:00:00,2,1.0,2.0,0.0,56.5,111.0,2.0
1015,HD001038,2015/11/10 2:30:00,1,0.0,1.0,0.0,96.0,96.0,96.0
1016,HD001038,2015/11/10 13:30:00,121,21.0,113.0,1.0,37.64,89.0,1.0
1017,HD001038,2015/11/10 13:45:00,107,21.0,100.0,0.0,38.49,83.0,1.0
1018,HD001038,2015/11/10 14:00:00,97,19.0,92.0,2.0,38.68,87.0,1.0
1019,HD001038,2015/11/9 14:30:00,78,19.0,72.0,0.0,49.1,90.0,1.0
1020,HD001038,2015/11/9 14:45:00,97,9.0,91.0,0.0,45.24,91.0,1.0
1021,HD001038,2015/11/9 15:00:00,106,25.0,100.0,1.0,39.92,96.0,1.0
1022,HD001038,2015/11/10 14:15:00,174,40.0,167.0,1.0,32.01,84.0,1.0
1023,HD001038,2015/11/10 14:30:00,170,42.0,159.0,1.0,30.94,86.0,1.0
1024,HD001038,2015/11/10 14:45:00,109,20.0,99.0,2.0,30.33,90.0,1.0
1025,HD001038,2015/11/9 15:15:00,140,28.0,125.0,4.0,38.54,84.0,1.0
1026,HD001038,2015/11/9 15:30:00,132,30.0,123.0,2.0,30.72,92.0,1.0
1027,HD001038,2015/11/9 15:45:00,130,29.0,120.0,3.0,31.75,87.0,1.0
1028,HD001038,2015/11/10 15:00:00,101,23.0,93.0,1.0,32.16,92.0,1.0
1029,HD001038,2015/11/10 15:15:00,158,48.0,148.0,3.0,27.02,86.0,1.0
1030,HD001038,2015/11/10 15:30:00,392,112.0,378.0,4.0,58.32,90.0,1.0
1031,HD001038,2015/11/9 16:00:00,382,88.0,366.0,7.0,71.01,100.0,1.0
1032,HD001038,2015/11/9 16:15:00,244,51.0,233.0,3.0,64.76,101.0,1.0
1033,HD001038,2015/11/9 16:30:00,5,0.0,5.0,1.0,38.4,69.0,1.0
1034,HD001038,2015/11/10 5:00:00,7,2.0,7.0,0.0,27.71,76.0,1.0
1035,HD001038,2015/11/10 5:15:00,1,0.0,1.0,0.0,1.0,1.0,1.0
1036,HD001038,2015/11/10 15:45:00,221,56.0,211.0,4.0,66.63,93.0,1.0
1037,HD001038,2015/11/10 16:00:00,13,1.0,13.0,0.0,47.85,75.0,1.0
1038,HD001038,2015/11/10 16:15:00,3,1.0,3.0,0.0,37.33,61.0,2.0
1039,HD001038,2015/11/9 17:00:00,2,0.0,2.0,0.0,44.0,54.0,34.0
1040,HD001038,2015/11/9 17:15:00,3,1.0,3.0,0.0,26.67,60.0,3.0
1041,HD001038,2015/11/10 5:30:00,1,0.0,1.0,0.0,64.0,64.0,64.0
1042,HD001038,2015/11/10 5:45:00,6,2.0,5.0,0.0,38.5,62.0,1.0
1043,HD001038,2015/11/10 6:00:00,7,5.0,7.0,0.0,58.43,71.0,19.0
1044,HD001038,2015/11/10 16:30:00,4,0.0,4.0,0.0,22.5,67.0,1.0
1045,HD001038,2015/11/10 16:45:00,5,2.0,5.0,0.0,45.0,59.0,1.0
1046,HD001038,2015/11/10 17:00:00,4,2.0,4.0,0.0,29.75,63.0,2.0
1047,HD001038,2015/11/9 3:45:00,2,1.0,2.0,0.0,47.5,90.0,5.0
1048,HD001038,2015/11/9 4:15:00,1,0.0,1.0,0.0,4.0,4.0,4.0
1049,HD001038,2015/11/9 4:45:00,1,0.0,1.0,0.0,51.0,51.0,51.0
1050,HD001038,2015/11/9 17:30:00,3,1.0,3.0,0.0,47.0,66.0,16.0
1051,HD001038,2015/11/9 17:45:00,7,1.0,7.0,0.0,43.0,86.0,3.0
1052,HD001038,2015/11/9 18:00:00,4,0.0,4.0,0.0,33.0,67.0,1.0
1053,HD001038,2015/11/10 6:15:00,8,2.0,8.0,0.0,52.75,71.0,1.0
1054,HD001038,2015/11/10 6:30:00,3,1.0,3.0,1.0,40.0,56.0,9.0
1055,HD001038,2015/11/10 17:15:00,4,0.0,4.0,0.0,30.75,62.0,1.0
1056,HD001038,2015/11/10 17:30:00,4,3.0,4.0,0.0,31.0,64.0,1.0
1057,HD001038,2015/11/10 17:45:00,2,1.0,2.0,0.0,22.0,42.0,2.0
1058,HD001038,2015/11/9 5:00:00,2,1.0,1.0,0.0,48.5,93.0,4.0
1059,HD001038,2015/11/9 5:15:00,2,0.0,2.0,0.0,78.0,85.0,71.0
1060,HD001038,2015/11/9 5:30:00,5,2.0,5.0,0.0,27.8,67.0,1.0
1061,HD001038,2015/11/9 5:45:00,6,1.0,6.0,2.0,53.33,68.0,1.0
1062,HD001038,2015/11/9 18:15:00,1,0.0,1.0,0.0,50.0,50.0,50.0
1063,HD001038,2015/11/9 18:30:00,2,0.0,2.0,0.0,56.0,65.0,47.0
1064,HD001038,2015/11/10 7:00:00,4,0.0,3.0,0.0,19.25,66.0,2.0
1065,HD001038,2015/11/10 7:15:00,4,1.0,4.0,0.0,51.75,81.0,1.0
1066,HD001038,2015/11/10 7:30:00,6,0.0,6.0,0.0,75.67,87.0,55.0
1067,HD001038,2015/11/10 18:00:00,3,0.0,3.0,0.0,65.0,80.0,55.0
1068,HD001038,2015/11/10 18:15:00,1,0.0,1.0,0.0,66.0,66.0,66.0
1069,HD001038,2015/11/10 18:30:00,4,1.0,4.0,1.0,32.0,56.0,2.0
1070,HD001038,2015/11/9 6:00:00,6,1.0,6.0,0.0,34.83,67.0,5.0
1071,HD001038,2015/11/9 6:15:00,8,4.0,7.0,0.0,37.63,72.0,1.0
1072,HD001038,2015/11/9 6:30:00,3,1.0,3.0,0.0,24.33,67.0,1.0
1073,HD001038,2015/11/9 7:00:00,109,26.0,106.0,0.0,58.48,97.0,1.0
1074,HD001038,2015/11/9 19:00:00,4,2.0,4.0,0.0,37.75,72.0,1.0
1075,HD001038,2015/11/9 19:15:00,1,0.0,1.0,0.0,3.0,3.0,3.0
1076,HD001038,2015/11/9 19:30:00,1,0.0,0.0,0.0,2.0,2.0,2.0
1077,HD001038,2015/11/10 7:45:00,70,10.0,66.0,1.0,66.09,102.0,1.0
1078,HD001038,2015/11/10 8:00:00,214,53.0,202.0,5.0,71.21,102.0,1.0
1079,HD001038,2015/11/10 8:15:00,278,54.0,265.0,9.0,69.56,103.0,1.0
1080,HD001038,2015/11/9 7:15:00,341,76.0,330.0,11.0,70.64,97.0,1.0
1081,HD001038,2015/11/9 7:30:00,356,90.0,342.0,6.0,73.89,101.0,1.0
1082,HD001038,2015/11/9 7:45:00,231,52.0,224.0,5.0,71.55,104.0,1.0
1083,HD001038,2015/11/9 8:00:00,123,26.0,115.0,3.0,57.01,97.0,1.0
1084,HD001038,2015/11/9 19:45:00,3,0.0,3.0,0.0,35.67,66.0,2.0
1085,HD001038,2015/11/9 20:00:00,3,0.0,3.0,0.0,60.33,64.0,56.0
1086,HD001038,2015/11/9 20:15:00,3,2.0,3.0,0.0,38.67,58.0,1.0
1087,HD001038,2015/11/10 8:30:00,304,56.0,291.0,9.0,70.19,97.0,1.0
1088,HD001038,2015/11/10 8:45:00,280,52.0,267.0,3.0,68.95,97.0,1.0
1089,HD001038,2015/11/10 9:00:00,106,24.0,103.0,3.0,40.27,81.0,1.0
1090,HD001038,2015/11/10 19:45:00,3,1.0,3.0,0.0,33.67,53.0,1.0
1091,HD001038,2015/11/10 20:00:00,2,0.0,2.0,0.0,27.0,52.0,2.0
1092,HD001038,2015/11/9 8:15:00,63,6.0,59.0,2.0,40.02,92.0,1.0
1093,HD001038,2015/11/9 8:30:00,56,5.0,53.0,0.0,45.79,90.0,1.0
1094,HD001038,2015/11/9 8:45:00,47,1.0,36.0,1.0,50.47,91.0,1.0
1095,HD001038,2015/11/9 9:00:00,62,7.0,61.0,0.0,43.68,90.0,1.0
1096,HD001038,2015/11/9 9:15:00,86,17.0,76.0,0.0,41.53,89.0,1.0
1097,HD001038,2015/11/9 20:30:00,1,0.0,1.0,1.0,2.0,2.0,2.0
1098,HD001038,2015/11/9 20:45:00,1,0.0,1.0,0.0,2.0,2.0,2.0
1099,HD001038,2015/11/9 21:00:00,1,0.0,1.0,0.0,59.0,59.0,59.0
