,SBBH,JCSJ,VEH_TOTAL,JB_COUNT,JP_COUNT,BLACK_COUNT,AVG_SPEED,MAX_SPEED,MIN_SPEED
301,HD001039,2015/1/19 23:00:00,116,38.0,111.0,2.0,66.76,90.0,44.0
302,HD001039,2015/1/19 23:15:00,119,42.0,111.0,3.0,67.49,91.0,37.0
303,HD001039,2015/1/19 23:30:00,113,40.0,101.0,2.0,67.11,90.0,38.0
304,HD001039,2015/1/19 23:45:00,136,70.0,131.0,3.0,66.35,91.0,23.0
305,HD001039,2015/1/19 16:00:00,233,27.0,224.0,4.0,63.3,87.0,40.0
306,HD001039,2015/1/19 16:15:00,249,40.0,239.0,8.0,63.33,86.0,45.0
307,HD001039,2015/1/19 16:45:00,267,34.0,256.0,6.0,60.66,83.0,38.0
308,HD001039,2015/1/19 17:00:00,346,48.0,338.0,9.0,58.27,83.0,44.0
309,HD001039,2015/1/19 17:15:00,303,42.0,292.0,8.0,58.62,89.0,39.0
310,HD001039,2015/1/19 17:30:00,265,38.0,255.0,3.0,57.98,81.0,42.0
311,HD001039,2015/1/19 17:45:00,274,30.0,266.0,5.0,56.27,74.0,26.0
312,HD001039,2015/1/19 18:00:00,299,52.0,293.0,5.0,57.27,74.0,39.0
313,HD001039,2015/1/19 18:15:00,228,35.0,220.0,10.0,56.34,88.0,31.0
314,HD001039,2015/1/19 18:30:00,189,32.0,181.0,4.0,60.47,81.0,41.0
315,HD001039,2015/1/19 18:45:00,145,16.0,142.0,7.0,60.39,91.0,42.0
316,HD001039,2015/1/29 12:45:00,209,43.0,199.0,16.0,63.98,96.0,43.0
317,HD001039,2015/1/29 13:00:00,220,53.0,211.0,9.0,63.93,90.0,32.0
318,HD001039,2015/1/29 13:15:00,214,44.0,207.0,8.0,64.85,91.0,46.0
319,HD001039,2015/1/29 13:30:00,120,30.0,114.0,3.0,63.55,90.0,44.0
320,HD001039,2015/1/29 14:15:00,312,50.0,299.0,13.0,35.79,73.0,6.0
321,HD001039,2015/1/29 14:30:00,403,109.0,374.0,9.0,56.62,88.0,31.0
322,HD001039,2015/1/29 14:45:00,328,109.0,321.0,6.0,62.74,84.0,38.0
323,HD001039,2015/1/29 15:00:00,262,62.0,253.0,8.0,61.43,83.0,34.0
324,HD001039,2015/1/29 15:15:00,227,43.0,221.0,5.0,63.26,83.0,36.0
325,HD001039,2015/1/29 15:30:00,254,70.0,249.0,7.0,62.54,87.0,13.0
326,HD001039,2015/1/29 15:45:00,229,50.0,215.0,5.0,63.79,98.0,39.0
327,HD001039,2015/1/29 16:00:00,247,43.0,237.0,7.0,60.56,93.0,29.0
328,HD001039,2015/1/29 17:00:00,386,79.0,380.0,7.0,47.42,73.0,24.0
329,HD001039,2015/1/29 17:15:00,295,49.0,289.0,10.0,56.36,90.0,9.0
330,HD001039,2015/1/29 17:30:00,295,37.0,287.0,10.0,56.24,79.0,38.0
331,HD001039,2015/1/29 16:15:00,170,27.0,165.0,4.0,63.88,94.0,22.0
332,HD001039,2015/1/29 16:30:00,266,43.0,257.0,6.0,62.62,84.0,44.0
333,HD001039,2015/1/29 16:45:00,316,51.0,308.0,7.0,60.05,82.0,35.0
334,HD001039,2015/1/29 7:45:00,32,9.0,31.0,1.0,66.44,81.0,54.0
335,HD001039,2015/1/29 8:00:00,154,47.0,145.0,3.0,62.71,82.0,41.0
336,HD001039,2015/1/29 8:30:00,167,37.0,157.0,8.0,63.22,86.0,39.0
337,HD001039,2015/1/29 8:45:00,187,39.0,179.0,11.0,63.91,92.0,46.0
338,HD001039,2015/1/29 9:00:00,180,27.0,172.0,14.0,63.11,88.0,48.0
339,HD001039,2015/1/29 9:15:00,196,50.0,190.0,8.0,67.2,93.0,48.0
340,HD001039,2015/1/29 9:30:00,166,34.0,160.0,8.0,63.14,88.0,43.0
341,HD001039,2015/1/29 9:45:00,175,37.0,164.0,4.0,64.61,84.0,44.0
342,HD001039,2015/1/29 10:00:00,207,53.0,203.0,10.0,63.85,88.0,25.0
343,HD001039,2015/1/29 10:15:00,207,60.0,197.0,7.0,63.61,84.0,40.0
344,HD001039,2015/1/29 10:30:00,204,40.0,193.0,5.0,65.07,86.0,43.0
345,HD001039,2015/1/29 10:45:00,247,79.0,239.0,5.0,65.44,96.0,38.0
346,HD001039,2015/1/29 11:00:00,237,68.0,229.0,4.0,63.68,89.0,30.0
347,HD001039,2015/1/29 11:15:00,241,64.0,229.0,6.0,67.0,91.0,46.0
348,HD001039,2015/1/29 11:30:00,250,63.0,242.0,1.0,64.4,90.0,39.0
349,HD001039,2015/1/29 11:45:00,199,45.0,189.0,8.0,64.98,97.0,42.0
350,HD001039,2015/1/29 12:00:00,203,47.0,190.0,7.0,67.19,94.0,44.0
351,HD001039,2015/1/29 12:15:00,216,60.0,206.0,9.0,64.48,98.0,37.0
352,HD001039,2015/1/29 12:30:00,213,43.0,206.0,4.0,64.31,120.0,43.0
353,HD001039,2015/1/30 0:30:00,144,69.0,141.0,2.0,67.2,90.0,35.0
354,HD001039,2015/1/30 0:45:00,146,72.0,144.0,3.0,65.73,90.0,42.0
355,HD001039,2015/1/30 1:00:00,128,65.0,126.0,3.0,63.93,83.0,10.0
356,HD001039,2015/1/30 1:15:00,126,65.0,121.0,2.0,67.88,96.0,3.0
357,HD001039,2015/1/30 12:45:00,238,55.0,231.0,4.0,62.96,96.0,42.0
358,HD001039,2015/1/30 13:00:00,240,51.0,228.0,8.0,63.71,88.0,42.0
359,HD001039,2015/1/30 1:30:00,94,43.0,87.0,2.0,67.31,96.0,34.0
360,HD001039,2015/1/30 1:45:00,114,65.0,108.0,1.0,68.25,104.0,43.0
361,HD001039,2015/1/30 2:00:00,74,29.0,68.0,1.0,66.95,92.0,50.0
362,HD001039,2015/1/30 13:30:00,305,96.0,287.0,6.0,62.35,82.0,44.0
363,HD001039,2015/1/30 13:45:00,210,52.0,197.0,5.0,65.61,93.0,37.0
364,HD001039,2015/1/30 14:00:00,225,59.0,216.0,6.0,64.04,87.0,43.0
365,HD001039,2015/1/30 2:15:00,52,20.0,50.0,2.0,68.98,104.0,50.0
366,HD001039,2015/1/30 2:30:00,40,11.0,39.0,0.0,65.78,103.0,37.0
367,HD001039,2015/1/30 2:45:00,36,2.0,35.0,2.0,57.92,80.0,43.0
368,HD001039,2015/1/30 14:15:00,101,22.0,98.0,4.0,62.9,81.0,47.0
369,HD001039,2015/11/1,67,17.0,57.0,3.0,149.63,172.0,10.0
370,HD001039,2015/11/1 0:15:00,60,18.0,54.0,4.0,148.78,170.0,30.0
371,HD001039,2015/1/30 3:00:00,34,9.0,33.0,3.0,62.94,85.0,38.0
372,HD001039,2015/1/30 3:15:00,27,6.0,25.0,1.0,59.52,97.0,45.0
373,HD001039,2015/1/30 3:30:00,36,12.0,35.0,2.0,62.86,107.0,46.0
374,HD001039,2015/1/30 3:45:00,30,10.0,29.0,2.0,63.67,88.0,44.0
375,HD001039,2015/11/1 0:30:00,35,5.0,27.0,0.0,135.69,169.0,2.0
376,HD001039,2015/11/1 0:45:00,45,19.0,42.0,1.0,145.64,169.0,66.0
377,HD001039,2015/11/1 1:00:00,35,7.0,33.0,0.0,142.37,179.0,26.0
378,HD001039,2015/11/1 1:15:00,38,14.0,35.0,3.0,142.21,168.0,70.0
379,HD001039,2015/1/30 4:00:00,27,12.0,25.0,1.0,64.96,96.0,40.0
380,HD001039,2015/1/30 4:15:00,27,9.0,27.0,1.0,67.63,118.0,45.0
381,HD001039,2015/11/1 1:30:00,35,12.0,33.0,1.0,155.89,176.0,75.0
382,HD001039,2015/11/1 1:45:00,34,9.0,31.0,3.0,147.09,172.0,38.0
383,HD001039,2015/11/1 2:00:00,26,7.0,20.0,2.0,144.54,175.0,8.0
384,HD001039,2015/1/30 4:45:00,58,26.0,57.0,1.0,68.48,99.0,49.0
385,HD001039,2015/1/30 5:00:00,82,37.0,79.0,4.0,63.29,88.0,41.0
386,HD001039,2015/1/30 5:15:00,122,63.0,114.0,3.0,64.07,86.0,45.0
387,HD001039,2015/11/1 2:15:00,19,9.0,17.0,1.0,154.05,167.0,37.0
388,HD001039,2015/11/1 2:30:00,22,3.0,21.0,2.0,155.86,170.0,61.0
389,HD001039,2015/11/1 2:45:00,16,6.0,15.0,0.0,162.69,168.0,158.0
390,HD001039,2015/1/30 5:30:00,142,69.0,137.0,5.0,63.62,90.0,35.0
391,HD001039,2015/1/30 5:45:00,196,109.0,193.0,5.0,63.57,93.0,43.0
392,HD001039,2015/1/30 6:00:00,243,106.0,234.0,13.0,58.24,77.0,33.0
393,HD001039,2015/11/1 3:00:00,13,2.0,13.0,0.0,154.23,167.0,59.0
394,HD001039,2015/11/1 3:15:00,4,1.0,4.0,2.0,162.75,168.0,158.0
395,HD001039,2015/1/29 17:45:00,298,53.0,278.0,8.0,55.43,77.0,35.0
396,HD001039,2015/1/29 18:00:00,256,48.0,245.0,8.0,58.22,89.0,38.0
397,HD001039,2015/1/29 18:15:00,253,37.0,244.0,5.0,57.4,82.0,35.0
398,HD001039,2015/1/30 6:15:00,289,130.0,281.0,16.0,60.3,84.0,37.0
399,HD001039,2015/1/30 6:30:00,293,135.0,286.0,8.0,58.63,83.0,38.0
400,HD001039,2015/1/30 6:45:00,265,119.0,260.0,9.0,59.67,79.0,38.0
401,HD001039,2015/1/29 18:30:00,218,47.0,207.0,10.0,60.25,87.0,37.0
402,HD001039,2015/1/29 18:45:00,165,24.0,161.0,6.0,58.08,89.0,33.0
403,HD001039,2015/1/29 19:00:00,202,41.0,191.0,6.0,57.58,83.0,40.0
404,HD001039,2015/1/30 7:00:00,180,64.0,177.0,3.0,62.04,85.0,40.0
405,HD001039,2015/1/30 7:15:00,204,69.0,198.0,4.0,64.19,84.0,46.0
406,HD001039,2015/1/30 7:30:00,187,54.0,182.0,6.0,66.9,94.0,45.0
407,HD001039,2015/1/29 19:15:00,204,43.0,194.0,1.0,57.38,75.0,28.0
408,HD001039,2015/1/29 19:30:00,175,26.0,163.0,8.0,58.2,79.0,23.0
409,HD001039,2015/1/29 19:45:00,183,35.0,176.0,9.0,60.25,81.0,36.0
410,HD001039,2015/1/30 7:45:00,154,42.0,151.0,6.0,64.84,89.0,43.0
411,HD001039,2015/1/30 8:15:00,160,35.0,151.0,4.0,65.2,94.0,15.0
412,HD001039,2015/1/29 20:00:00,206,33.0,191.0,7.0,58.99,79.0,33.0
413,HD001039,2015/1/29 20:15:00,184,63.0,174.0,4.0,63.07,96.0,3.0
414,HD001039,2015/1/29 20:30:00,202,50.0,189.0,5.0,60.55,84.0,39.0
415,HD001039,2015/1/30 8:30:00,157,28.0,152.0,8.0,64.56,91.0,47.0
416,HD001039,2015/1/30 8:45:00,142,20.0,138.0,8.0,64.58,88.0,27.0
417,HD001039,2015/1/30 9:00:00,166,43.0,160.0,7.0,65.82,93.0,6.0
418,HD001039,2015/1/29 20:45:00,191,54.0,189.0,5.0,61.98,88.0,42.0
419,HD001039,2015/1/29 21:00:00,191,57.0,185.0,1.0,62.48,87.0,30.0
420,HD001039,2015/1/29 21:15:00,157,40.0,146.0,5.0,60.47,85.0,44.0
421,HD001039,2015/1/30 9:15:00,202,39.0,197.0,10.0,63.87,85.0,45.0
422,HD001039,2015/1/30 9:45:00,221,48.0,213.0,4.0,65.51,89.0,44.0
423,HD001039,2015/1/29 21:30:00,152,41.0,144.0,2.0,61.45,93.0,41.0
424,HD001039,2015/1/29 21:45:00,145,35.0,139.0,4.0,63.13,84.0,30.0
425,HD001039,2015/1/29 22:00:00,71,10.0,69.0,3.0,62.23,91.0,46.0
426,HD001039,2015/1/30 10:00:00,219,48.0,205.0,6.0,64.96,92.0,47.0
427,HD001039,2015/1/30 10:15:00,230,55.0,220.0,9.0,65.84,91.0,40.0
428,HD001039,2015/1/29 22:15:00,82,11.0,74.0,3.0,64.23,94.0,46.0
429,HD001039,2015/1/29 22:30:00,138,40.0,134.0,3.0,65.1,95.0,42.0
430,HD001039,2015/1/29 22:45:00,107,28.0,105.0,6.0,63.04,94.0,29.0
431,HD001039,2015/1/30 11:00:00,246,58.0,232.0,6.0,65.19,88.0,43.0
432,HD001039,2015/1/30 11:15:00,235,48.0,227.0,8.0,64.72,99.0,46.0
433,HD001039,2015/1/29 23:00:00,134,44.0,125.0,3.0,67.08,97.0,45.0
434,HD001039,2015/1/29 23:15:00,154,61.0,147.0,2.0,63.07,88.0,43.0
435,HD001039,2015/1/29 23:30:00,119,52.0,112.0,2.0,64.24,91.0,34.0
436,HD001039,2015/1/30 11:30:00,243,60.0,231.0,6.0,65.91,96.0,39.0
437,HD001039,2015/1/30 11:45:00,268,75.0,261.0,6.0,65.21,91.0,11.0
438,HD001039,2015/1/30 12:00:00,216,46.0,205.0,6.0,65.54,94.0,46.0
439,HD001039,2015/1/29 23:45:00,104,40.0,100.0,2.0,65.97,92.0,35.0
440,HD001039,2015/1/30,121,60.0,116.0,2.0,67.95,92.0,40.0
441,HD001039,2015/1/30 0:15:00,140,70.0,133.0,5.0,67.7,94.0,44.0
442,HD001039,2015/1/30 12:15:00,214,48.0,197.0,12.0,65.9,95.0,44.0
443,HD001039,2015/1/30 12:30:00,203,32.0,189.0,6.0,63.55,90.0,44.0
444,HD001039,2015/11/4 5:15:00,68,32.0,65.0,2.0,144.03,170.0,14.0
445,HD001039,2015/11/4 5:30:00,100,43.0,96.0,2.0,153.64,176.0,7.0
446,HD001039,2015/11/4 5:45:00,152,55.0,147.0,6.0,158.84,173.0,6.0
447,HD001039,2015/11/4 6:00:00,208,84.0,203.0,7.0,158.14,177.0,28.0
448,HD001039,2015/11/2 15:15:00,92,23.0,88.0,3.0,157.28,172.0,31.0
449,HD001039,2015/11/3 3:30:00,11,2.0,10.0,0.0,151.0,172.0,40.0
450,HD001039,2015/11/3 3:45:00,10,3.0,10.0,1.0,162.7,168.0,160.0
451,HD001039,2015/11/3 4:00:00,14,4.0,14.0,1.0,160.79,170.0,155.0
452,HD001039,2015/11/3 4:15:00,15,4.0,13.0,1.0,155.87,168.0,92.0
453,HD001039,2015/11/3 15:45:00,101,15.0,93.0,3.0,150.73,169.0,1.0
454,HD001039,2015/11/3 16:00:00,105,23.0,103.0,3.0,155.12,171.0,40.0
455,HD001039,2015/11/3 16:15:00,128,23.0,124.0,2.0,153.27,172.0,19.0
456,HD001039,2015/11/4 6:15:00,208,77.0,204.0,11.0,159.67,173.0,29.0
457,HD001039,2015/11/4 6:30:00,109,38.0,103.0,5.0,155.87,173.0,55.0
458,HD001039,2015/11/4 6:45:00,138,55.0,136.0,4.0,155.72,174.0,23.0
459,HD001039,2015/11/4 7:00:00,138,44.0,134.0,5.0,154.34,170.0,24.0
460,HD001039,2015/11/2 16:00:00,405,36.0,381.0,15.0,39.31,171.0,6.0
461,HD001039,2015/11/2 16:15:00,376,95.0,366.0,21.0,80.78,178.0,8.0
462,HD001039,2015/11/2 16:30:00,183,27.0,179.0,6.0,159.44,177.0,49.0
463,HD001039,2015/11/3 4:30:00,20,8.0,18.0,2.0,151.1,170.0,30.0
464,HD001039,2015/11/3 5:00:00,35,12.0,33.0,3.0,146.74,167.0,33.0
465,HD001039,2015/11/3 5:15:00,61,26.0,60.0,2.0,151.74,168.0,25.0
466,HD001039,2015/11/3 16:30:00,130,17.0,122.0,3.0,157.19,170.0,52.0
467,HD001039,2015/11/3 16:45:00,202,35.0,197.0,5.0,157.63,171.0,6.0
468,HD001039,2015/11/3 17:00:00,247,45.0,232.0,5.0,159.5,173.0,2.0
469,HD001039,2015/11/4 7:15:00,111,38.0,105.0,1.0,155.15,170.0,3.0
470,HD001039,2015/11/4 7:30:00,91,29.0,85.0,2.0,155.85,170.0,62.0
471,HD001039,2015/11/4 7:45:00,64,16.0,60.0,3.0,146.66,170.0,1.0
472,HD001039,2015/11/4 8:00:00,53,9.0,53.0,5.0,158.87,169.0,66.0
473,HD001039,2015/11/4 8:15:00,61,14.0,57.0,4.0,153.44,170.0,55.0
474,HD001039,2015/11/2 16:45:00,179,22.0,173.0,2.0,157.54,175.0,29.0
475,HD001039,2015/11/2 17:00:00,301,59.0,296.0,8.0,158.44,180.0,34.0
476,HD001039,2015/11/2 17:15:00,287,48.0,273.0,9.0,154.26,175.0,1.0
477,HD001039,2015/11/3 5:30:00,90,36.0,83.0,8.0,158.94,177.0,27.0
478,HD001039,2015/11/3 6:00:00,158,64.0,152.0,13.0,154.55,179.0,31.0
479,HD001039,2015/11/3 6:15:00,137,46.0,133.0,5.0,154.31,172.0,4.0
480,HD001039,2015/11/3 17:15:00,270,41.0,258.0,7.0,159.5,179.0,1.0
481,HD001039,2015/11/3 17:30:00,276,42.0,269.0,8.0,154.17,177.0,8.0
482,HD001039,2015/11/3 17:45:00,220,37.0,214.0,5.0,156.96,176.0,40.0
483,HD001039,2015/11/4 8:30:00,76,19.0,75.0,4.0,157.63,169.0,60.0
484,HD001039,2015/11/4 9:00:00,84,20.0,76.0,4.0,158.98,172.0,66.0
485,HD001039,2015/11/4 9:15:00,115,26.0,109.0,5.0,156.13,170.0,2.0
486,HD001039,2015/11/2 17:45:00,209,26.0,197.0,3.0,155.98,175.0,28.0
487,HD001039,2015/11/2 18:00:00,132,20.0,127.0,1.0,156.92,173.0,3.0
488,HD001039,2015/11/3 6:30:00,123,50.0,121.0,5.0,157.2,175.0,6.0
489,HD001039,2015/11/3 6:45:00,133,44.0,128.0,3.0,156.27,174.0,56.0
490,HD001039,2015/11/3 7:00:00,109,35.0,106.0,3.0,157.65,170.0,30.0
491,HD001039,2015/11/3 18:00:00,180,34.0,171.0,5.0,158.84,176.0,19.0
492,HD001039,2015/11/3 18:15:00,159,22.0,149.0,3.0,155.09,170.0,9.0
493,HD001039,2015/11/3 18:30:00,107,13.0,105.0,5.0,156.28,177.0,1.0
494,HD001039,2015/11/4 9:30:00,94,32.0,92.0,1.0,154.07,172.0,24.0
495,HD001039,2015/11/4 9:45:00,92,16.0,87.0,3.0,157.68,168.0,70.0
496,HD001039,2015/11/4 10:00:00,116,39.0,110.0,6.0,154.27,173.0,1.0
497,HD001039,2015/11/2 18:30:00,126,12.0,121.0,7.0,155.97,175.0,1.0
498,HD001039,2015/11/2 18:45:00,90,10.0,83.0,4.0,159.18,171.0,68.0
499,HD001039,2015/11/3 7:15:00,115,34.0,111.0,7.0,154.35,170.0,4.0
500,HD001039,2015/11/3 7:30:00,93,27.0,90.0,6.0,156.72,171.0,2.0
501,HD001039,2015/11/3 7:45:00,62,19.0,60.0,2.0,154.27,171.0,32.0
502,HD001039,2015/11/3 18:45:00,100,17.0,95.0,5.0,161.03,173.0,59.0
503,HD001039,2015/11/3 19:00:00,72,12.0,68.0,3.0,147.81,176.0,4.0
504,HD001039,2015/11/3 19:15:00,104,21.0,99.0,1.0,153.1,173.0,17.0
505,HD001039,2015/11/4 11:00:00,128,32.0,123.0,4.0,157.07,168.0,56.0
506,HD001039,2015/11/4 11:15:00,153,38.0,145.0,2.0,159.72,171.0,15.0
507,HD001039,2015/11/2 19:00:00,97,17.0,91.0,4.0,154.95,175.0,32.0
508,HD001039,2015/11/2 19:15:00,122,26.0,117.0,5.0,149.04,177.0,24.0
509,HD001039,2015/11/2 19:30:00,108,13.0,101.0,7.0,152.44,176.0,3.0
510,HD001039,2015/11/3 8:15:00,66,12.0,64.0,4.0,149.42,170.0,2.0
511,HD001039,2015/11/3 8:30:00,83,19.0,82.0,1.0,157.57,171.0,4.0
512,HD001039,2015/11/3 8:45:00,79,18.0,73.0,5.0,157.89,172.0,34.0
513,HD001039,2015/11/3 19:30:00,152,38.0,146.0,2.0,157.24,175.0,39.0
514,HD001039,2015/11/3 19:45:00,167,29.0,152.0,8.0,155.17,173.0,24.0
515,HD001039,2015/11/3 20:00:00,122,19.0,116.0,3.0,156.35,169.0,4.0
516,HD001039,2015/11/4 10:15:00,122,43.0,117.0,7.0,149.69,169.0,1.0
517,HD001039,2015/11/4 10:30:00,153,45.0,148.0,5.0,161.22,174.0,27.0
518,HD001039,2015/11/4 10:45:00,121,34.0,112.0,3.0,159.19,172.0,59.0
519,HD001039,2015/11/2 19:45:00,144,24.0,134.0,3.0,153.49,177.0,3.0
520,HD001039,2015/11/2 20:15:00,102,17.0,99.0,2.0,151.38,176.0,35.0
521,HD001039,2015/11/3 9:00:00,78,18.0,76.0,3.0,160.13,173.0,1.0
522,HD001039,2015/11/3 9:15:00,91,22.0,86.0,5.0,159.27,175.0,6.0
523,HD001039,2015/11/3 9:30:00,84,22.0,77.0,3.0,158.12,176.0,3.0
524,HD001039,2015/11/3 20:15:00,97,20.0,90.0,1.0,154.29,169.0,19.0
525,HD001039,2015/11/2 20:30:00,96,17.0,94.0,4.0,153.51,175.0,35.0
526,HD001039,2015/11/2 20:45:00,102,20.0,95.0,6.0,156.26,176.0,3.0
527,HD001039,2015/11/2 21:00:00,71,14.0,68.0,4.0,158.1,172.0,56.0
528,HD001039,2015/11/3 9:45:00,107,21.0,103.0,4.0,164.09,175.0,76.0
529,HD001039,2015/11/3 10:00:00,91,22.0,84.0,5.0,160.88,173.0,2.0
530,HD001039,2015/11/3 21:00:00,79,18.0,72.0,4.0,156.58,175.0,60.0
531,HD001039,2015/11/3 21:15:00,79,16.0,74.0,3.0,148.33,170.0,13.0
532,HD001039,2015/11/3 21:30:00,65,6.0,61.0,4.0,147.6,171.0,34.0
533,HD001039,2015/11/2 9:15:00,2,1.0,2.0,0.0,163.5,166.0,161.0
534,HD001039,2015/11/2 9:30:00,90,19.0,85.0,4.0,164.69,178.0,35.0
535,HD001039,2015/11/2 9:45:00,71,20.0,66.0,1.0,161.99,174.0,35.0
536,HD001039,2015/11/2 21:15:00,64,17.0,59.0,3.0,156.13,175.0,1.0
537,HD001039,2015/11/2 21:30:00,72,10.0,68.0,5.0,152.38,175.0,23.0
538,HD001039,2015/11/2 21:45:00,72,15.0,70.0,2.0,146.54,173.0,29.0
539,HD001039,2015/11/3 10:30:00,103,23.0,99.0,6.0,163.05,175.0,34.0
540,HD001039,2015/11/3 10:45:00,93,23.0,92.0,4.0,164.72,175.0,159.0
541,HD001039,2015/11/3 11:00:00,131,39.0,124.0,5.0,162.75,175.0,33.0
542,HD001039,2015/11/3 21:45:00,65,10.0,63.0,3.0,150.18,169.0,2.0
543,HD001039,2015/11/3 22:00:00,45,7.0,43.0,3.0,152.09,169.0,25.0
544,HD001039,2015/11/3 22:15:00,49,11.0,43.0,2.0,151.65,171.0,31.0
545,HD001039,2015/11/3 22:30:00,57,12.0,54.0,6.0,149.84,172.0,36.0
546,HD001039,2015/11/2 10:00:00,101,29.0,99.0,5.0,161.76,176.0,6.0
547,HD001039,2015/11/2 10:15:00,102,29.0,95.0,3.0,163.23,176.0,63.0
548,HD001039,2015/11/2 10:30:00,117,29.0,109.0,7.0,165.59,174.0,159.0
549,HD001039,2015/11/2 22:00:00,59,10.0,57.0,1.0,151.36,171.0,56.0
550,HD001039,2015/11/2 22:15:00,48,7.0,38.0,1.0,150.96,169.0,21.0
551,HD001039,2015/11/2 22:30:00,42,5.0,38.0,2.0,149.1,168.0,19.0
552,HD001039,2015/11/3 11:15:00,98,24.0,94.0,3.0,156.11,175.0,1.0
553,HD001039,2015/11/3 11:30:00,110,28.0,103.0,4.0,160.15,175.0,53.0
554,HD001039,2015/11/3 11:45:00,114,29.0,109.0,3.0,162.85,176.0,29.0
555,HD001039,2015/11/3 22:45:00,45,3.0,42.0,3.0,145.29,173.0,22.0
556,HD001039,2015/11/3 23:15:00,112,39.0,104.0,5.0,155.52,175.0,38.0
557,HD001039,2015/11/3 23:30:00,85,27.0,82.0,5.0,156.84,175.0,63.0
558,HD001039,2015/11/2 10:45:00,116,33.0,113.0,3.0,159.15,175.0,3.0
559,HD001039,2015/11/2 11:00:00,100,23.0,92.0,2.0,159.24,176.0,4.0
560,HD001039,2015/11/2 11:15:00,92,22.0,87.0,1.0,162.6,176.0,1.0
561,HD001039,2015/11/2 22:45:00,82,19.0,76.0,5.0,152.22,176.0,3.0
562,HD001039,2015/11/2 23:00:00,61,9.0,56.0,3.0,150.28,173.0,34.0
563,HD001039,2015/11/2 23:15:00,95,35.0,91.0,3.0,152.75,176.0,28.0
564,HD001039,2015/11/3 12:00:00,91,17.0,86.0,2.0,163.38,174.0,58.0
565,HD001039,2015/11/3 12:15:00,71,12.0,64.0,0.0,164.24,176.0,87.0
566,HD001039,2015/11/3 23:45:00,57,20.0,53.0,3.0,158.53,167.0,66.0
567,HD001039,2015/11/4,73,24.0,69.0,0.0,150.45,175.0,1.0
568,HD001039,2015/11/2 11:30:00,100,25.0,94.0,2.0,160.37,174.0,4.0
569,HD001039,2015/11/2 11:45:00,71,9.0,69.0,1.0,163.63,174.0,32.0
570,HD001039,2015/11/2 12:00:00,76,14.0,70.0,3.0,165.75,175.0,159.0
571,HD001039,2015/11/2 23:30:00,107,32.0,104.0,6.0,153.5,170.0,27.0
572,HD001039,2015/11/2 23:45:00,67,21.0,61.0,2.0,140.36,170.0,3.0
573,HD001039,2015/11/3,64,16.0,60.0,4.0,158.67,171.0,61.0
574,HD001039,2015/11/3 12:45:00,88,22.0,86.0,5.0,159.59,180.0,31.0
575,HD001039,2015/11/3 13:15:00,99,24.0,93.0,3.0,163.06,175.0,68.0
576,HD001039,2015/11/4 0:30:00,54,20.0,52.0,5.0,144.76,168.0,2.0
577,HD001039,2015/11/4 0:45:00,51,21.0,47.0,1.0,143.27,170.0,13.0
578,HD001039,2015/11/4 1:00:00,51,15.0,45.0,1.0,155.02,172.0,19.0
579,HD001039,2015/11/4 1:15:00,38,11.0,35.0,5.0,140.39,170.0,8.0
580,HD001039,2015/11/2 12:15:00,73,11.0,72.0,3.0,161.7,176.0,29.0
581,HD001039,2015/11/2 12:30:00,114,21.0,110.0,2.0,161.47,174.0,5.0
582,HD001039,2015/11/2 12:45:00,84,11.0,81.0,8.0,163.24,174.0,41.0
583,HD001039,2015/11/3 0:15:00,40,11.0,36.0,0.0,139.38,169.0,29.0
584,HD001039,2015/11/3 0:30:00,54,19.0,50.0,1.0,149.33,169.0,38.0
585,HD001039,2015/11/3 0:45:00,98,46.0,95.0,4.0,153.69,169.0,30.0
586,HD001039,2015/11/3 13:30:00,125,21.0,120.0,4.0,161.98,174.0,38.0
587,HD001039,2015/11/3 13:45:00,151,30.0,145.0,4.0,163.9,176.0,46.0
588,HD001039,2015/11/3 14:00:00,130,29.0,127.0,6.0,162.78,175.0,39.0
589,HD001039,2015/11/4 1:30:00,32,17.0,30.0,3.0,144.72,170.0,3.0
590,HD001039,2015/11/4 1:45:00,32,16.0,31.0,2.0,138.56,170.0,9.0
591,HD001039,2015/11/4 2:00:00,39,21.0,35.0,3.0,151.23,171.0,36.0
592,HD001039,2015/11/4 2:15:00,40,24.0,40.0,2.0,154.95,170.0,47.0
593,HD001039,2015/11/4 2:30:00,20,6.0,18.0,2.0,156.55,169.0,74.0
594,HD001039,2015/11/2 13:15:00,85,22.0,77.0,3.0,162.61,175.0,54.0
595,HD001039,2015/11/2 13:30:00,53,7.0,50.0,4.0,167.38,177.0,160.0
596,HD001039,2015/11/3 1:00:00,77,25.0,74.0,4.0,148.83,174.0,27.0
597,HD001039,2015/11/3 1:15:00,41,15.0,38.0,1.0,142.41,176.0,8.0
598,HD001039,2015/11/3 1:30:00,27,5.0,23.0,1.0,151.52,173.0,12.0
599,HD001039,2015/11/3 1:45:00,28,5.0,22.0,0.0,130.61,168.0,14.0
600,HD001039,2015/11/3 14:15:00,111,18.0,100.0,7.0,163.92,176.0,68.0
601,HD001039,2015/11/3 14:30:00,119,19.0,112.0,4.0,159.96,173.0,29.0
602,HD001039,2015/11/3 14:45:00,123,24.0,116.0,5.0,161.48,176.0,52.0
603,HD001039,2015/11/4 2:45:00,15,2.0,14.0,0.0,145.33,169.0,23.0
