,SBBH,JCSJ,VEH_TOTAL,JB_COUNT,JP_COUNT,BLACK_COUNT,AVG_SPEED,MAX_SPEED,MIN_SPEED
45,HD001039,2015/1/17 11:30:00,208,50.0,202.0,5.0,67.33,100.0,47.0
46,HD001039,2015/1/17 4:45:00,58,26.0,57.0,4.0,62.81,86.0,31.0
47,HD001039,2015/1/17 5:00:00,57,28.0,53.0,0.0,64.82,100.0,44.0
48,HD001039,2015/1/17 5:15:00,100,59.0,97.0,1.0,65.69,93.0,45.0
49,HD001039,2015/1/17 5:30:00,126,68.0,124.0,3.0,64.53,85.0,39.0
50,HD001039,2015/1/17 5:45:00,137,74.0,135.0,5.0,61.94,91.0,43.0
51,HD001039,2015/1/17 6:00:00,202,96.0,195.0,10.0,61.21,91.0,19.0
52,HD001039,2015/1/17 6:15:00,217,99.0,211.0,16.0,60.02,79.0,40.0
53,HD001039,2015/1/17 6:30:00,255,126.0,248.0,8.0,61.25,82.0,46.0
54,HD001039,2015/1/17 6:45:00,266,134.0,260.0,5.0,59.04,89.0,38.0
55,HD001039,2015/1/17 7:00:00,227,85.0,219.0,5.0,58.68,98.0,39.0
56,HD001039,2015/1/17 7:15:00,211,82.0,206.0,5.0,63.39,89.0,46.0
57,HD001039,2015/1/17 7:30:00,186,76.0,182.0,6.0,62.43,83.0,37.0
58,HD001039,2015/1/17 7:45:00,152,60.0,149.0,3.0,62.47,87.0,8.0
59,HD001039,2015/1/17 8:00:00,160,37.0,150.0,6.0,64.79,107.0,43.0
60,HD001039,2015/1/17 8:15:00,150,44.0,143.0,6.0,65.27,95.0,39.0
61,HD001039,2015/1/17 8:30:00,170,36.0,164.0,11.0,64.44,90.0,44.0
62,HD001039,2015/1/17 8:45:00,158,28.0,149.0,9.0,64.96,116.0,41.0
63,HD001039,2015/1/17 9:00:00,174,41.0,165.0,11.0,64.37,90.0,45.0
64,HD001039,2015/1/17 9:15:00,172,44.0,164.0,11.0,64.69,92.0,44.0
65,HD001039,2015/1/17 9:30:00,176,42.0,165.0,6.0,64.22,88.0,46.0
66,HD001039,2015/1/17 9:45:00,219,61.0,211.0,5.0,64.53,94.0,8.0
67,HD001039,2015/1/17 10:00:00,219,56.0,213.0,10.0,64.47,89.0,43.0
68,HD001039,2015/1/17 10:15:00,214,54.0,206.0,11.0,65.2,112.0,42.0
69,HD001039,2015/1/16 22:15:00,119,27.0,116.0,5.0,63.22,92.0,37.0
70,HD001039,2015/1/16 22:30:00,138,38.0,133.0,4.0,65.62,91.0,38.0
71,HD001039,2015/1/16 22:45:00,160,52.0,150.0,1.0,61.03,82.0,29.0
72,HD001039,2015/1/16 23:00:00,151,48.0,146.0,6.0,63.14,87.0,40.0
73,HD001039,2015/1/16 23:15:00,181,70.0,170.0,3.0,61.15,93.0,40.0
74,HD001039,2015/1/16 23:30:00,139,65.0,132.0,3.0,65.18,102.0,40.0
75,HD001039,2015/1/16 23:45:00,105,44.0,103.0,4.0,65.79,92.0,41.0
76,HD001039,2015/1/17,138,65.0,134.0,3.0,67.62,94.0,47.0
77,HD001039,2015/1/17 0:15:00,158,82.0,155.0,3.0,66.84,88.0,32.0
78,HD001039,2015/1/17 0:30:00,148,64.0,141.0,3.0,66.05,107.0,34.0
79,HD001039,2015/1/17 0:45:00,138,60.0,131.0,5.0,67.2,96.0,39.0
80,HD001039,2015/1/17 1:00:00,120,50.0,110.0,2.0,67.2,96.0,35.0
81,HD001039,2015/1/17 1:15:00,138,80.0,130.0,1.0,69.34,92.0,32.0
82,HD001039,2015/1/17 15:15:00,193,42.0,183.0,0.0,63.85,97.0,38.0
83,HD001039,2015/1/17 15:30:00,154,31.0,148.0,4.0,63.49,96.0,39.0
84,HD001039,2015/1/17 15:45:00,185,39.0,176.0,7.0,64.08,86.0,40.0
85,HD001039,2015/1/17 16:00:00,190,30.0,174.0,7.0,64.18,94.0,37.0
86,HD001039,2015/1/17 16:15:00,184,36.0,176.0,5.0,65.03,91.0,47.0
87,HD001039,2015/1/17 16:30:00,210,34.0,197.0,7.0,65.76,94.0,33.0
88,HD001039,2015/1/17 16:45:00,228,44.0,216.0,9.0,63.79,90.0,41.0
89,HD001039,2015/1/17 17:00:00,228,41.0,214.0,8.0,62.47,90.0,46.0
90,HD001039,2015/1/17 17:15:00,198,28.0,193.0,5.0,61.06,112.0,41.0
91,HD001039,2015/1/17 17:30:00,172,25.0,162.0,9.0,61.79,91.0,26.0
92,HD001039,2015/1/17 17:45:00,182,39.0,173.0,2.0,58.75,84.0,43.0
93,HD001039,2015/1/17 18:00:00,128,24.0,120.0,3.0,60.97,89.0,33.0
94,HD001039,2015/1/17 18:15:00,180,36.0,173.0,6.0,61.34,82.0,40.0
95,HD001039,2015/1/18 0:45:00,112,51.0,107.0,1.0,66.74,94.0,38.0
96,HD001039,2015/1/18 1:00:00,107,44.0,102.0,3.0,66.52,94.0,40.0
97,HD001039,2015/1/18 1:15:00,106,49.0,102.0,1.0,66.3,96.0,43.0
98,HD001039,2015/1/17 18:30:00,164,34.0,155.0,3.0,61.68,86.0,43.0
99,HD001039,2015/1/17 18:45:00,131,23.0,126.0,5.0,61.04,90.0,37.0
100,HD001039,2015/1/17 19:00:00,121,19.0,117.0,7.0,61.02,86.0,41.0
101,HD001039,2015/1/17 19:15:00,141,26.0,132.0,5.0,60.56,84.0,20.0
102,HD001039,2015/1/17 19:30:00,152,28.0,147.0,8.0,61.77,91.0,43.0
103,HD001039,2015/1/17 19:45:00,177,47.0,174.0,7.0,61.93,91.0,41.0
104,HD001039,2015/1/17 20:00:00,212,59.0,204.0,2.0,61.69,96.0,37.0
105,HD001039,2015/1/17 20:15:00,168,37.0,162.0,5.0,61.35,86.0,30.0
106,HD001039,2015/1/17 20:30:00,120,28.0,112.0,3.0,62.92,87.0,33.0
107,HD001039,2015/1/17 20:45:00,124,22.0,117.0,2.0,63.79,93.0,33.0
108,HD001039,2015/1/17 21:00:00,110,22.0,104.0,4.0,63.7,87.0,43.0
109,HD001039,2015/1/17 21:15:00,136,32.0,125.0,2.0,63.85,95.0,37.0
110,HD001039,2015/1/17 21:30:00,111,22.0,102.0,3.0,64.89,105.0,41.0
111,HD001039,2015/1/17 22:00:00,85,16.0,80.0,4.0,61.36,93.0,42.0
112,HD001039,2015/1/17 22:15:00,82,17.0,74.0,3.0,63.77,88.0,25.0
113,HD001039,2015/1/17 22:30:00,105,34.0,101.0,3.0,64.88,87.0,38.0
114,HD001039,2015/1/17 22:45:00,90,30.0,82.0,3.0,62.01,89.0,40.0
115,HD001039,2015/1/17 23:00:00,113,40.0,108.0,3.0,65.18,94.0,46.0
116,HD001039,2015/1/17 23:15:00,104,41.0,102.0,5.0,65.35,85.0,45.0
117,HD001039,2015/1/17 23:30:00,80,26.0,74.0,0.0,67.19,92.0,34.0
118,HD001039,2015/1/17 23:45:00,90,33.0,84.0,1.0,67.14,89.0,48.0
119,HD001039,2015/1/18,76,27.0,73.0,0.0,67.61,112.0,42.0
120,HD001039,2015/1/18 0:15:00,131,56.0,125.0,4.0,64.86,88.0,44.0
121,HD001039,2015/1/18 0:30:00,70,28.0,69.0,2.0,65.56,92.0,45.0
122,HD001039,2015/1/17 11:45:00,196,47.0,185.0,3.0,66.82,96.0,41.0
123,HD001039,2015/1/17 12:00:00,203,56.0,193.0,4.0,67.26,100.0,48.0
124,HD001039,2015/1/17 12:15:00,197,43.0,191.0,6.0,66.31,91.0,48.0
125,HD001039,2015/1/17 12:30:00,174,34.0,164.0,9.0,65.98,88.0,41.0
126,HD001039,2015/1/17 12:45:00,186,33.0,177.0,9.0,65.6,91.0,45.0
127,HD001039,2015/1/17 13:00:00,183,37.0,170.0,11.0,65.24,94.0,43.0
128,HD001039,2015/1/17 13:15:00,252,70.0,240.0,7.0,65.97,91.0,38.0
129,HD001039,2015/1/17 13:30:00,196,53.0,187.0,6.0,63.94,90.0,40.0
130,HD001039,2015/1/17 13:45:00,210,46.0,199.0,6.0,65.31,92.0,45.0
131,HD001039,2015/1/17 14:00:00,208,51.0,199.0,3.0,63.69,84.0,41.0
132,HD001039,2015/1/17 14:15:00,210,43.0,199.0,5.0,65.74,94.0,41.0
133,HD001039,2015/1/17 14:30:00,195,47.0,189.0,5.0,66.68,95.0,46.0
134,HD001039,2015/1/17 14:45:00,172,36.0,161.0,9.0,65.95,100.0,42.0
135,HD001039,2015/1/17 15:00:00,229,49.0,213.0,2.0,65.6,91.0,49.0
136,HD001039,2015/1/18 3:30:00,23,2.0,22.0,1.0,63.09,75.0,50.0
137,HD001039,2015/1/18 3:45:00,28,12.0,27.0,3.0,65.0,98.0,51.0
138,HD001039,2015/1/18 4:00:00,23,8.0,20.0,1.0,64.09,94.0,40.0
139,HD001039,2015/1/18 4:15:00,28,10.0,27.0,3.0,63.5,91.0,45.0
140,HD001039,2015/1/18 4:30:00,33,7.0,29.0,0.0,63.12,86.0,47.0
141,HD001039,2015/1/18 4:45:00,40,20.0,37.0,1.0,64.63,94.0,45.0
142,HD001039,2015/1/18 5:00:00,62,37.0,62.0,4.0,64.71,95.0,46.0
143,HD001039,2015/1/18 5:15:00,100,50.0,97.0,4.0,63.77,93.0,10.0
144,HD001039,2015/1/18 5:30:00,129,66.0,126.0,1.0,65.07,88.0,35.0
145,HD001039,2015/1/18 5:45:00,127,61.0,123.0,6.0,63.96,84.0,38.0
146,HD001039,2015/1/18 6:00:00,160,76.0,153.0,14.0,62.21,90.0,43.0
147,HD001039,2015/1/18 6:15:00,185,86.0,182.0,11.0,63.05,88.0,43.0
148,HD001039,2015/1/18 14:00:00,189,34.0,180.0,4.0,64.84,87.0,44.0
149,HD001039,2015/1/18 14:15:00,204,55.0,186.0,5.0,63.36,86.0,1.0
150,HD001039,2015/1/18 14:30:00,220,75.0,209.0,4.0,65.51,85.0,46.0
151,HD001039,2015/1/18 14:45:00,279,86.0,259.0,8.0,61.86,87.0,42.0
152,HD001039,2015/1/18 6:30:00,193,95.0,189.0,6.0,62.57,88.0,41.0
153,HD001039,2015/1/18 6:45:00,213,112.0,207.0,2.0,62.02,92.0,44.0
154,HD001039,2015/1/18 7:00:00,193,75.0,186.0,3.0,62.53,86.0,40.0
155,HD001039,2015/1/18 7:15:00,169,71.0,163.0,7.0,62.93,87.0,37.0
156,HD001039,2015/1/18 7:30:00,161,59.0,152.0,4.0,65.7,87.0,28.0
157,HD001039,2015/1/18 7:45:00,129,48.0,124.0,2.0,65.65,99.0,45.0
158,HD001039,2015/1/18 8:00:00,121,39.0,113.0,5.0,65.28,95.0,1.0
159,HD001039,2015/1/18 8:15:00,150,36.0,145.0,7.0,66.09,96.0,32.0
160,HD001039,2015/1/18 8:30:00,143,38.0,141.0,9.0,64.1,87.0,43.0
161,HD001039,2015/1/18 8:45:00,148,37.0,143.0,6.0,62.18,87.0,4.0
162,HD001039,2015/1/18 9:00:00,142,37.0,139.0,10.0,64.13,87.0,45.0
163,HD001039,2015/1/18 9:15:00,149,39.0,140.0,6.0,62.52,86.0,43.0
164,HD001039,2015/1/18 9:30:00,172,45.0,163.0,5.0,64.99,90.0,44.0
165,HD001039,2015/1/18 9:45:00,175,44.0,163.0,6.0,64.54,89.0,41.0
166,HD001039,2015/1/18 10:00:00,201,50.0,193.0,8.0,64.85,102.0,44.0
167,HD001039,2015/1/18 10:15:00,198,46.0,186.0,5.0,65.45,98.0,33.0
168,HD001039,2015/1/18 10:30:00,235,59.0,221.0,5.0,65.57,91.0,43.0
169,HD001039,2015/1/18 10:45:00,217,58.0,208.0,10.0,65.56,89.0,31.0
170,HD001039,2015/1/18 11:00:00,208,54.0,198.0,5.0,64.85,92.0,41.0
171,HD001039,2015/1/18 11:15:00,204,48.0,190.0,5.0,67.98,91.0,44.0
172,HD001039,2015/1/18 11:30:00,183,45.0,170.0,1.0,66.93,93.0,46.0
173,HD001039,2015/1/18 11:45:00,172,53.0,166.0,3.0,67.71,100.0,46.0
174,HD001039,2015/1/18 12:00:00,177,38.0,166.0,7.0,66.86,94.0,46.0
175,HD001039,2015/1/18 12:15:00,145,27.0,129.0,3.0,66.04,88.0,49.0
176,HD001039,2015/1/18 12:30:00,174,54.0,169.0,13.0,66.19,88.0,43.0
177,HD001039,2015/1/18 12:45:00,181,50.0,171.0,9.0,64.82,100.0,38.0
178,HD001039,2015/1/18 13:15:00,255,90.0,248.0,11.0,65.38,86.0,45.0
179,HD001039,2015/1/18 13:30:00,240,79.0,228.0,5.0,62.04,85.0,34.0
180,HD001039,2015/1/18 13:45:00,179,43.0,168.0,3.0,64.61,84.0,43.0
181,HD001039,2015/1/18 1:30:00,98,49.0,94.0,2.0,69.22,106.0,48.0
182,HD001039,2015/1/18 1:45:00,79,37.0,70.0,0.0,68.25,101.0,42.0
183,HD001039,2015/1/18 2:00:00,31,4.0,27.0,3.0,63.65,101.0,45.0
184,HD001039,2015/1/18 2:15:00,35,15.0,33.0,3.0,60.51,90.0,9.0
185,HD001039,2015/1/18 2:30:00,38,22.0,35.0,0.0,59.84,75.0,47.0
186,HD001039,2015/1/18 2:45:00,33,8.0,32.0,1.0,58.73,96.0,37.0
187,HD001039,2015/1/18 3:00:00,35,16.0,33.0,0.0,63.51,99.0,50.0
188,HD001039,2015/1/18 3:15:00,33,8.0,30.0,1.0,60.7,91.0,40.0
189,HD001039,2015/1/18 22:45:00,132,54.0,132.0,2.0,65.73,98.0,34.0
190,HD001039,2015/1/18 23:00:00,146,57.0,143.0,3.0,68.14,103.0,44.0
191,HD001039,2015/1/18 23:15:00,152,61.0,147.0,2.0,66.59,96.0,32.0
192,HD001039,2015/1/18 23:30:00,110,49.0,108.0,3.0,68.53,104.0,32.0
193,HD001039,2015/1/18 23:45:00,141,72.0,136.0,5.0,68.7,104.0,40.0
194,HD001039,2015/1/19,149,74.0,146.0,1.0,68.52,97.0,40.0
195,HD001039,2015/1/19 0:15:00,116,49.0,110.0,2.0,67.75,93.0,33.0
196,HD001039,2015/1/19 0:30:00,161,77.0,154.0,1.0,69.22,88.0,41.0
197,HD001039,2015/1/19 0:45:00,133,61.0,130.0,2.0,68.79,102.0,42.0
198,HD001039,2015/1/19 1:00:00,155,79.0,150.0,8.0,69.01,96.0,48.0
199,HD001039,2015/1/19 1:15:00,108,54.0,105.0,2.0,71.17,105.0,42.0
200,HD001039,2015/1/19 1:30:00,68,29.0,64.0,4.0,70.04,109.0,37.0
201,HD001039,2015/1/19 1:45:00,76,40.0,73.0,3.0,73.14,104.0,53.0
202,HD001039,2015/1/19 2:00:00,76,34.0,72.0,4.0,71.78,112.0,45.0
203,HD001039,2015/1/18 15:45:00,227,57.0,214.0,8.0,62.57,93.0,41.0
204,HD001039,2015/1/18 16:00:00,194,36.0,188.0,7.0,62.37,86.0,32.0
205,HD001039,2015/1/18 16:15:00,249,56.0,241.0,4.0,65.12,83.0,49.0
206,HD001039,2015/1/18 16:30:00,237,57.0,220.0,4.0,63.84,93.0,41.0
207,HD001039,2015/1/18 16:45:00,222,52.0,217.0,3.0,63.94,88.0,43.0
208,HD001039,2015/1/18 17:00:00,255,74.0,240.0,3.0,62.02,95.0,40.0
209,HD001039,2015/1/18 17:15:00,210,44.0,201.0,4.0,62.66,91.0,48.0
210,HD001039,2015/1/18 17:30:00,195,37.0,185.0,6.0,61.12,80.0,37.0
211,HD001039,2015/1/18 17:45:00,278,78.0,265.0,1.0,59.38,79.0,41.0
212,HD001039,2015/1/18 18:00:00,243,58.0,232.0,7.0,58.1,83.0,38.0
213,HD001039,2015/1/18 18:15:00,191,38.0,188.0,6.0,60.81,89.0,7.0
214,HD001039,2015/1/18 18:30:00,150,30.0,146.0,7.0,59.01,90.0,29.0
215,HD001039,2015/1/18 18:45:00,174,49.0,169.0,1.0,62.39,84.0,8.0
216,HD001039,2015/1/18 19:00:00,207,58.0,201.0,3.0,60.25,85.0,38.0
217,HD001039,2015/1/18 19:15:00,177,34.0,168.0,3.0,58.97,89.0,36.0
218,HD001039,2015/1/18 19:30:00,175,37.0,167.0,5.0,61.8,102.0,42.0
219,HD001039,2015/1/18 19:45:00,155,33.0,147.0,7.0,61.86,88.0,36.0
220,HD001039,2015/1/18 20:00:00,221,61.0,210.0,3.0,61.02,99.0,39.0
221,HD001039,2015/1/18 20:15:00,223,62.0,209.0,5.0,59.98,89.0,16.0
222,HD001039,2015/1/18 20:30:00,139,37.0,131.0,2.0,62.82,91.0,43.0
223,HD001039,2015/1/18 20:45:00,198,56.0,196.0,2.0,61.78,85.0,4.0
224,HD001039,2015/1/18 21:00:00,192,56.0,177.0,5.0,61.14,82.0,7.0
225,HD001039,2015/1/18 21:15:00,141,41.0,131.0,6.0,65.06,109.0,36.0
226,HD001039,2015/1/18 21:30:00,117,32.0,105.0,6.0,64.79,91.0,37.0
227,HD001039,2015/1/18 21:45:00,105,24.0,96.0,3.0,64.6,86.0,41.0
228,HD001039,2015/1/18 22:00:00,79,20.0,74.0,1.0,65.73,91.0,44.0
229,HD001039,2015/1/18 22:15:00,91,17.0,87.0,7.0,65.22,100.0,26.0
230,HD001039,2015/1/19 5:30:00,147,74.0,140.0,2.0,63.88,88.0,41.0
231,HD001039,2015/1/19 5:45:00,209,104.0,200.0,9.0,62.44,91.0,35.0
232,HD001039,2015/1/19 6:00:00,269,129.0,263.0,10.0,60.81,87.0,25.0
233,HD001039,2015/1/19 6:15:00,287,107.0,276.0,21.0,58.43,87.0,36.0
234,HD001039,2015/1/19 6:30:00,317,157.0,311.0,7.0,59.51,82.0,26.0
235,HD001039,2015/1/19 6:45:00,324,150.0,313.0,8.0,59.31,74.0,36.0
236,HD001039,2015/1/19 7:00:00,287,122.0,281.0,6.0,58.33,84.0,26.0
237,HD001039,2015/1/19 7:15:00,291,122.0,284.0,10.0,60.02,100.0,39.0
238,HD001039,2015/1/19 7:30:00,214,73.0,211.0,6.0,63.74,87.0,45.0
239,HD001039,2015/1/19 7:45:00,180,52.0,176.0,4.0,65.78,94.0,47.0
240,HD001039,2015/1/19 8:00:00,174,53.0,169.0,4.0,66.21,92.0,46.0
241,HD001039,2015/1/19 8:15:00,157,42.0,152.0,7.0,66.68,87.0,47.0
242,HD001039,2015/1/19 8:30:00,170,41.0,166.0,8.0,63.46,83.0,46.0
243,HD001039,2015/1/19 8:45:00,154,34.0,150.0,6.0,62.01,94.0,37.0
244,HD001039,2015/1/19 9:00:00,167,45.0,158.0,14.0,64.47,89.0,39.0
245,HD001039,2015/1/19 9:15:00,207,58.0,204.0,8.0,66.67,94.0,39.0
246,HD001039,2015/1/19 15:00:00,244,77.0,238.0,4.0,62.18,86.0,34.0
247,HD001039,2015/1/19 15:15:00,197,44.0,189.0,4.0,65.7,87.0,43.0
248,HD001039,2015/1/19 15:30:00,206,52.0,196.0,4.0,64.75,87.0,39.0
249,HD001039,2015/1/19 15:45:00,225,48.0,215.0,3.0,64.43,84.0,36.0
250,HD001039,2015/1/19 9:30:00,202,60.0,194.0,11.0,65.14,87.0,39.0
251,HD001039,2015/1/19 9:45:00,209,67.0,201.0,5.0,65.56,102.0,40.0
252,HD001039,2015/1/19 10:00:00,219,60.0,207.0,7.0,66.45,94.0,46.0
253,HD001039,2015/1/19 10:15:00,218,63.0,205.0,10.0,67.4,93.0,45.0
254,HD001039,2015/1/19 10:30:00,222,84.0,211.0,4.0,67.25,91.0,39.0
255,HD001039,2015/1/19 11:00:00,232,66.0,219.0,2.0,64.63,95.0,47.0
256,HD001039,2015/1/19 11:15:00,217,71.0,212.0,2.0,66.87,96.0,42.0
257,HD001039,2015/1/19 11:30:00,209,62.0,191.0,6.0,64.97,87.0,29.0
258,HD001039,2015/1/19 11:45:00,253,77.0,243.0,5.0,65.55,98.0,44.0
259,HD001039,2015/1/19 12:00:00,214,56.0,206.0,3.0,65.58,92.0,44.0
260,HD001039,2015/1/19 12:15:00,215,62.0,204.0,6.0,64.56,88.0,41.0
261,HD001039,2015/1/19 12:30:00,185,43.0,179.0,7.0,67.62,91.0,48.0
262,HD001039,2015/1/19 12:45:00,219,66.0,207.0,7.0,64.53,93.0,47.0
263,HD001039,2015/1/19 13:00:00,197,31.0,182.0,8.0,64.67,96.0,45.0
264,HD001039,2015/1/19 13:15:00,207,42.0,202.0,9.0,64.68,98.0,43.0
265,HD001039,2015/1/19 13:30:00,195,55.0,183.0,6.0,65.67,88.0,41.0
266,HD001039,2015/1/19 13:45:00,196,45.0,191.0,7.0,64.04,88.0,40.0
267,HD001039,2015/1/19 14:00:00,209,29.0,197.0,10.0,63.93,94.0,39.0
268,HD001039,2015/1/19 14:15:00,196,50.0,190.0,6.0,65.98,100.0,35.0
269,HD001039,2015/1/19 14:30:00,221,63.0,212.0,7.0,64.57,87.0,41.0
270,HD001039,2015/1/19 14:45:00,238,71.0,230.0,8.0,63.96,88.0,38.0
271,HD001039,2015/1/18 15:00:00,211,53.0,204.0,7.0,63.99,84.0,48.0
272,HD001039,2015/1/18 15:15:00,203,30.0,186.0,4.0,63.12,87.0,45.0
273,HD001039,2015/1/18 15:30:00,186,41.0,175.0,5.0,63.17,87.0,34.0
274,HD001039,2015/1/19 2:15:00,37,10.0,31.0,3.0,71.38,108.0,49.0
275,HD001039,2015/1/19 2:30:00,29,9.0,25.0,2.0,62.1,94.0,38.0
276,HD001039,2015/1/19 3:00:00,21,6.0,21.0,1.0,64.0,88.0,49.0
277,HD001039,2015/1/19 3:15:00,24,4.0,22.0,2.0,61.13,87.0,43.0
278,HD001039,2015/1/19 3:30:00,30,9.0,29.0,1.0,66.77,96.0,45.0
279,HD001039,2015/1/19 3:45:00,19,3.0,16.0,3.0,56.74,72.0,28.0
280,HD001039,2015/1/19 4:00:00,17,7.0,15.0,2.0,61.88,78.0,44.0
281,HD001039,2015/1/19 4:15:00,36,18.0,35.0,3.0,66.78,104.0,13.0
282,HD001039,2015/1/19 4:30:00,32,14.0,29.0,2.0,63.59,82.0,39.0
283,HD001039,2015/1/19 4:45:00,41,16.0,38.0,0.0,65.93,91.0,40.0
284,HD001039,2015/1/19 5:00:00,76,33.0,74.0,3.0,64.12,88.0,38.0
285,HD001039,2015/1/19 5:15:00,107,55.0,103.0,7.0,63.52,86.0,37.0
286,HD001039,2015/1/19 19:00:00,140,14.0,137.0,4.0,60.96,80.0,35.0
287,HD001039,2015/1/19 19:15:00,147,31.0,143.0,9.0,59.92,94.0,15.0
288,HD001039,2015/1/19 19:30:00,156,18.0,145.0,5.0,59.35,80.0,34.0
289,HD001039,2015/1/19 19:45:00,226,49.0,218.0,3.0,59.11,102.0,37.0
290,HD001039,2015/1/19 20:00:00,202,60.0,191.0,4.0,61.48,88.0,32.0
291,HD001039,2015/1/19 20:15:00,155,32.0,149.0,7.0,61.87,89.0,37.0
292,HD001039,2015/1/19 20:30:00,143,30.0,139.0,6.0,62.24,89.0,32.0
293,HD001039,2015/1/19 20:45:00,168,38.0,162.0,3.0,62.57,85.0,31.0
294,HD001039,2015/1/19 21:00:00,107,27.0,97.0,1.0,62.89,90.0,38.0
295,HD001039,2015/1/19 21:15:00,141,46.0,136.0,4.0,64.51,88.0,35.0
296,HD001039,2015/1/19 21:30:00,133,35.0,128.0,4.0,65.78,94.0,43.0
297,HD001039,2015/1/19 21:45:00,93,23.0,91.0,4.0,64.56,99.0,7.0
298,HD001039,2015/1/19 22:00:00,84,20.0,78.0,3.0,65.44,91.0,47.0
299,HD001039,2015/1/19 22:15:00,111,44.0,108.0,3.0,64.95,89.0,27.0
300,HD001039,2015/1/19 22:45:00,135,48.0,131.0,4.0,63.81,87.0,31.0
